0.000,0.000
0.200,0.150
0.400,0.320
0.600,0.600
0.800,0.930
1.000,1.000
1.200,0.960
1.400,0.880
1.600,0.780
1.800,0.690
2.000,0.590
2.200,0.520
2.400,0.480
2.600,0.430
2.800,0.390
3.000,0.350
3.200,0.320
3.400,0.290
3.600,0.260
3.800,0.230
4.000,0.210
4.200,0.200
4.400,0.190
4.600,0.180
4.800,0.170
5.000,0.160
5.200,0.150
5.400,0.140
5.600,0.130
5.800,0.120
6.000,0.110
6.200,0.100
6.400,0.090
6.600,0.080
6.800,0.070
7.000,0.060
7.200,0.050
7.400,0.045
7.600,0.040
7.800,0.035
8.000,0.030
8.200,0.025
8.400,0.020
8.600,0.015
8.800,0.010
9.000,0.000
